campaign_id,advertiser,industry,account_tier,sales_rep,ad_format,platform,quarter,month,impressions,clicks,ctr,cpm,booked_revenue,budget,actual_revenue,delivery_rate,cost_of_sale,gross_margin,margin_pct,deal_status,payment_status
6234,PepsiCo,CPG,Mid-Market,James L.,Audio Ad,Multi-Platform,Q3 2025,Aug,263037,4760,0.0181,14.33,3769.32,3431.01,3441.39,0.913,1490.12,1951.27,56.7,Renewal Pending,Received
6235,Red Bull,CPG,Enterprise,Priya S.,Homepage Takeover,Desktop,Q2 2025,Jun,154992,4649,0.03,45.14,6996.34,7260.67,6968.35,0.996,2146.25,4822.1,69.2,Closed Won,Received
6236,Sony,Technology,Mid-Market,James L.,Display Banner,Mobile,Q1 2025,Mar,188708,4302,0.0228,14.43,2723.06,3202.8,2230.19,0.819,1271.21,958.98,43.0,In Flight,Pending
6237,Microsoft,Technology,Enterprise,Alex T.,Homepage Takeover,Mobile,Q4 2025,Nov,261872,8484,0.0324,43.85,11483.09,9731.91,10334.78,0.9,3524.16,6810.62,65.9,Closed Won,Received
6238,Riot Games,Gaming,Growth,Maria G.,Sponsored Stream,Multi-Platform,Q4 2025,Nov,50000,1285,0.0257,28.06,1403.0,1482.25,1189.74,0.848,297.44,892.3,75.0,In Flight,Pending
6239,Riot Games,Gaming,Growth,James L.,Homepage Takeover,Mobile,Q1 2025,Mar,336015,8837,0.0263,39.42,13245.71,11191.04,11298.59,0.853,5863.97,5434.62,48.1,Renewal Pending,Received
6240,Intel,Technology,Enterprise,Alex T.,Display Banner,Desktop,Q1 2025,Feb,317258,6345,0.02,18.7,5932.72,5681.76,5808.13,0.979,2416.18,3391.95,58.4,Closed Won,Received
6241,Adobe,Technology,Growth,David R.,Homepage Takeover,CTV,Q4 2025,Oct,87155,1194,0.0137,38.41,3347.62,3554.0,2778.52,0.83,1403.15,1375.37,49.5,In Flight,Pending
6242,Coca-Cola,CPG,Growth,Priya S.,Video Pre-Roll,Mobile,Q1 2025,Mar,440331,10656,0.0242,24.86,10946.63,10453.11,10322.67,0.943,3003.9,7318.77,70.9,Closed Won,Invoiced
6243,Riot Games,Gaming,Mid-Market,Sarah K.,Interactive Overlay,Mobile,Q4 2025,Nov,50000,1285,0.0257,25.52,1276.0,1121.17,1179.02,0.924,455.1,723.92,61.4,Closed Won,Overdue
6244,Procter & Gamble,CPG,Mid-Market,Sarah K.,Homepage Takeover,Mobile,Q1 2025,Feb,215855,5698,0.0264,33.86,7308.85,7237.56,6168.67,0.844,1616.19,4552.48,73.8,Closed Won,Received
6245,Adobe,Technology,Enterprise,Priya S.,Video Pre-Roll,Mobile,Q4 2025,Nov,168038,3545,0.0211,38.55,6477.86,7106.89,5577.44,0.861,976.05,4601.39,82.5,Closed Won,Received
6246,EA Games,Gaming,Enterprise,Maria G.,Sponsored Stream,Mobile,Q2 2025,Jun,127061,3367,0.0265,34.28,4355.65,5545.11,4124.8,0.947,1748.92,2375.88,57.6,Closed Won,Received
6247,Disney,Entertainment,Mid-Market,James L.,Audio Ad,Desktop,Q4 2025,Oct,165296,3586,0.0217,24.41,4034.88,4251.32,3704.02,0.918,1126.02,2578.0,69.6,Closed Won,Received
6248,Coca-Cola,CPG,Growth,Maria G.,Audio Ad,Mobile,Q2 2025,Apr,259415,4487,0.0173,21.26,5515.16,5027.87,5090.49,0.923,1272.62,3817.87,75.0,Closed Won,Invoiced
6249,Meta,Technology,Enterprise,Sarah K.,Display Banner,Desktop,Q3 2025,Sep,50000,580,0.0116,24.5,1225.0,1394.01,1103.73,0.901,232.89,870.84,78.9,In Flight,Pending
6250,Apple,Technology,Growth,Alex T.,Video Pre-Roll,Multi-Platform,Q1 2025,Feb,362497,10548,0.0291,24.01,8703.55,8045.88,7798.38,0.896,2869.8,4928.58,63.2,Closed Won,Received
6251,Samsung,Technology,Mid-Market,Priya S.,Homepage Takeover,Desktop,Q2 2025,Jun,117216,3997,0.0341,30.63,3590.33,3578.22,3295.92,0.918,1173.35,2122.57,64.4,Closed Won,Invoiced
6252,Coca-Cola,CPG,Mid-Market,Priya S.,Video Pre-Roll,Desktop,Q4 2025,Dec,366723,6967,0.019,38.76,14214.18,13047.0,14711.68,1.035,4442.93,10268.75,69.8,Closed Won,Invoiced
6253,Netflix,Entertainment,Growth,Maria G.,Audio Ad,CTV,Q3 2025,Aug,272342,7897,0.029,21.53,5863.52,8151.79,5640.71,0.962,1596.32,4044.39,71.7,Closed Won,Invoiced
6254,Unilever,CPG,Growth,Alex T.,Video Pre-Roll,Multi-Platform,Q4 2025,Dec,115282,2651,0.023,33.02,3806.61,4588.71,3464.02,0.91,1479.14,1984.88,57.3,Closed Won,Received
6255,Microsoft,Technology,Mid-Market,Maria G.,Video Pre-Roll,Multi-Platform,Q2 2025,Apr,152747,4231,0.0277,21.99,3358.91,3556.33,2797.97,0.833,419.7,2378.27,85.0,Closed Won,Received
6256,Meta,Technology,Mid-Market,James L.,Display Banner,Mobile,Q4 2025,Dec,160097,2977,0.0186,14.06,2250.96,1839.09,1994.35,0.886,823.67,1170.68,58.7,Closed Won,Received
6257,Adobe,Technology,Mid-Market,David R.,Display Banner,Desktop,Q2 2025,May,588309,6765,0.0115,16.54,9730.63,10699.02,8232.11,0.846,3268.15,4963.96,60.3,Closed Won,Overdue
6258,Warner Bros,Entertainment,Enterprise,Alex T.,Sponsored Stream,CTV,Q4 2025,Dec,65358,1483,0.0227,33.74,2205.18,2239.25,1887.63,0.856,428.49,1459.14,77.3,Renewal Pending,Overdue
6259,EA Games,Gaming,Enterprise,David R.,Display Banner,CTV,Q4 2025,Oct,114638,1753,0.0153,24.45,2802.9,2227.91,2158.23,0.77,338.84,1819.39,84.3,Closed Won,Received
6260,Toyota,Automotive,Mid-Market,James L.,Video Pre-Roll,Desktop,Q2 2025,Jun,50000,680,0.0136,30.26,1513.0,1438.98,1390.45,0.919,568.69,821.76,59.1,Closed Won,Received
6261,Apple,Technology,Mid-Market,David R.,Video Pre-Roll,Multi-Platform,Q4 2025,Dec,179714,4870,0.0271,38.64,6944.15,6294.81,7291.36,1.05,1698.89,5592.47,76.7,Closed Won,Invoiced
6262,Riot Games,Gaming,Mid-Market,Sarah K.,Homepage Takeover,Desktop,Q4 2025,Dec,98833,1729,0.0175,43.55,4304.18,4663.65,4028.71,0.936,2042.56,1986.15,49.3,Renewal Pending,Received
6263,Nike,Retail,Mid-Market,David R.,Video Pre-Roll,Multi-Platform,Q2 2025,Jun,108908,2515,0.0231,22.97,2501.62,2191.56,2446.58,0.978,1374.98,1071.6,43.8,In Flight,Pending
6264,Sony,Technology,Mid-Market,James L.,Sponsored Stream,Multi-Platform,Q3 2025,Aug,533787,11529,0.0216,30.69,16381.92,14125.18,16332.77,0.997,6418.78,9913.99,60.7,Closed Won,Invoiced
6265,Apple,Technology,Mid-Market,David R.,Homepage Takeover,CTV,Q1 2025,Jan,84229,2518,0.0299,30.56,2574.04,2427.9,2308.91,0.897,785.03,1523.88,66.0,Closed Won,Received
6266,Procter & Gamble,CPG,Mid-Market,Priya S.,Sponsored Stream,Multi-Platform,Q4 2025,Oct,143255,2005,0.014,23.79,3408.04,3443.57,3074.05,0.902,1008.29,2065.76,67.2,Closed Won,Received
6267,Meta,Technology,Growth,Maria G.,Audio Ad,CTV,Q1 2025,Jan,112771,755,0.0067,17.62,1987.03,1862.03,1605.52,0.808,287.39,1318.13,82.1,Closed Won,Invoiced
6268,Samsung,Technology,Mid-Market,Sarah K.,Audio Ad,Desktop,Q1 2025,Mar,118579,1422,0.012,24.3,2881.47,3579.83,2697.06,0.936,865.76,1831.3,67.9,In Flight,Pending
6269,Coca-Cola,CPG,Growth,Priya S.,Audio Ad,Mobile,Q2 2025,Apr,1494693,26306,0.0176,16.33,24408.34,21588.15,22553.31,0.924,6856.21,15697.1,69.6,Closed Won,Invoiced
6270,Procter & Gamble,CPG,Enterprise,Priya S.,Video Pre-Roll,Desktop,Q3 2025,Aug,50000,1205,0.0241,33.17,1658.5,1846.67,1413.04,0.852,404.13,1008.91,71.4,Closed Won,Received
6271,Samsung,Technology,Mid-Market,James L.,Video Pre-Roll,Mobile,Q4 2025,Dec,272462,7710,0.0283,27.67,7539.02,7799.78,7629.49,1.012,2967.87,4661.62,61.1,Closed Won,Received
6272,Apple,Technology,Mid-Market,Maria G.,Display Banner,CTV,Q4 2025,Dec,1134722,17588,0.0155,26.44,30002.05,25906.12,25741.76,0.858,9344.26,16397.5,63.7,In Flight,Pending
6273,Apple,Technology,Mid-Market,Maria G.,Interactive Overlay,Mobile,Q2 2025,Apr,385874,8064,0.0209,16.78,6474.97,5721.42,6798.72,1.05,2916.65,3882.07,57.1,Closed Won,Received
6274,Riot Games,Gaming,Mid-Market,Alex T.,Audio Ad,Mobile,Q1 2025,Mar,168983,1622,0.0096,25.62,4329.34,5374.96,4121.53,0.952,1261.19,2860.34,69.4,In Flight,Pending
6275,Coca-Cola,CPG,Growth,Sarah K.,Interactive Overlay,Mobile,Q4 2025,Dec,63690,1267,0.0199,21.43,1364.88,1539.94,1252.96,0.918,513.71,739.25,59.0,Closed Won,Received
6276,Adobe,Technology,Enterprise,James L.,Video Pre-Roll,Multi-Platform,Q3 2025,Jul,462230,10585,0.0229,26.29,12152.03,11285.18,12759.63,1.05,4478.63,8281.0,64.9,In Flight,Pending
6277,Disney,Entertainment,Mid-Market,Sarah K.,Audio Ad,Desktop,Q2 2025,May,344509,1619,0.0047,25.36,8736.75,11041.41,6438.98,0.737,2639.98,3799.0,59.0,Closed Won,Invoiced
6278,Intel,Technology,Mid-Market,Alex T.,Display Banner,Mobile,Q2 2025,May,50000,525,0.0105,15.12,756.0,645.98,678.13,0.897,231.92,446.21,65.8,Closed Won,Received
6279,EA Games,Gaming,Enterprise,David R.,Video Pre-Roll,Desktop,Q3 2025,Jul,125966,3186,0.0253,30.06,3786.54,3733.7,3351.09,0.885,1769.38,1581.71,47.2,In Flight,Pending
6280,Meta,Technology,Enterprise,Priya S.,Display Banner,CTV,Q2 2025,May,62014,986,0.0159,18.15,1125.55,962.38,1019.75,0.906,152.96,866.79,85.0,In Flight,Pending
6281,Sony,Technology,Mid-Market,Sarah K.,Video Pre-Roll,Desktop,Q4 2025,Nov,50000,1085,0.0217,35.62,1781.0,1955.82,1670.58,0.938,689.95,980.63,58.7,Closed Won,Received
6282,Meta,Technology,Enterprise,Priya S.,Homepage Takeover,CTV,Q3 2025,Aug,60871,1460,0.024,42.48,2585.8,2806.81,2334.98,0.903,1018.05,1316.93,56.4,In Flight,Pending
6283,Warner Bros,Entertainment,Enterprise,James L.,Display Banner,Mobile,Q4 2025,Dec,177079,1115,0.0063,22.63,4007.3,3564.9,4135.53,1.032,922.22,3213.31,77.7,In Flight,Pending
6284,Procter & Gamble,CPG,Enterprise,David R.,Display Banner,Desktop,Q3 2025,Sep,258915,1061,0.0041,23.73,6144.05,6370.62,5867.57,0.955,3121.55,2746.02,46.8,Closed Won,Received
6285,Adobe,Technology,Mid-Market,James L.,Sponsored Stream,Multi-Platform,Q2 2025,Jun,125649,2952,0.0235,31.2,3920.25,4606.16,3759.52,0.959,1323.35,2436.17,64.8,Renewal Pending,Received
6286,Intel,Technology,Mid-Market,David R.,Interactive Overlay,Desktop,Q4 2025,Nov,488600,13876,0.0284,23.63,11545.62,10816.82,11049.16,0.957,3734.62,7314.54,66.2,Closed Won,Received
6287,Netflix,Entertainment,Mid-Market,David R.,Sponsored Stream,Mobile,Q3 2025,Sep,370849,9345,0.0252,35.63,13213.35,16334.65,10795.31,0.817,4177.78,6617.53,61.3,In Flight,Pending
6288,Nike,Retail,Growth,Priya S.,Display Banner,Desktop,Q2 2025,May,147233,2959,0.0201,25.59,3767.69,3211.86,3526.56,0.936,1548.16,1978.4,56.1,Closed Won,Received
6289,EA Games,Gaming,Mid-Market,James L.,Interactive Overlay,Mobile,Q3 2025,Jul,132975,2007,0.0151,13.74,1827.08,1787.57,1715.63,0.939,622.77,1092.86,63.7,Closed Won,Received
6290,Coca-Cola,CPG,Growth,James L.,Audio Ad,Mobile,Q2 2025,May,221060,3625,0.0164,24.04,5314.28,5949.43,4410.85,0.83,1587.91,2822.94,64.0,In Flight,Pending
6291,Apple,Technology,Growth,Sarah K.,Video Pre-Roll,Mobile,Q4 2025,Dec,160447,3128,0.0195,33.53,5379.79,4729.81,5331.37,0.991,2313.81,3017.56,56.6,Closed Won,Received
6292,Disney,Entertainment,Mid-Market,James L.,Homepage Takeover,Desktop,Q3 2025,Aug,52023,1212,0.0233,34.22,1780.23,1562.24,1347.63,0.757,602.39,745.24,55.3,Closed Won,Invoiced
6293,Riot Games,Gaming,Mid-Market,Sarah K.,Video Pre-Roll,Mobile,Q4 2025,Dec,128501,3430,0.0267,29.84,3834.47,3832.75,4026.19,1.05,1546.06,2480.13,61.6,Renewal Pending,Received
6294,Toyota,Automotive,Growth,Maria G.,Video Pre-Roll,CTV,Q1 2025,Mar,277188,6209,0.0224,18.59,5152.92,4047.7,4725.23,0.917,921.42,3803.81,80.5,In Flight,Pending
6295,Riot Games,Gaming,Enterprise,Maria G.,Sponsored Stream,Multi-Platform,Q2 2025,Apr,465930,8433,0.0181,32.42,15105.45,11891.42,12869.84,0.852,3191.72,9678.12,75.2,Closed Won,Received
6296,Netflix,Entertainment,Mid-Market,Maria G.,Interactive Overlay,Mobile,Q4 2025,Oct,350855,7543,0.0215,24.54,8609.98,8288.38,8343.07,0.969,3821.13,4521.94,54.2,Closed Won,Received
6297,Sony,Technology,Mid-Market,Alex T.,Video Pre-Roll,Mobile,Q4 2025,Dec,212658,4125,0.0194,40.97,8712.6,7724.97,8451.22,0.97,2721.29,5729.93,67.8,In Flight,Pending
6298,Nike,Retail,Mid-Market,James L.,Interactive Overlay,Desktop,Q1 2025,Feb,522247,7207,0.0138,14.63,7640.47,6603.37,8022.49,1.05,2326.52,5695.97,71.0,Closed Won,Received
6299,Disney,Entertainment,Enterprise,Alex T.,Interactive Overlay,Mobile,Q2 2025,Apr,228470,3655,0.016,12.96,2960.97,3427.81,3109.02,1.05,1224.95,1884.07,60.6,Closed Won,Received
6300,Warner Bros,Entertainment,Growth,James L.,Audio Ad,Desktop,Q2 2025,Apr,151624,3820,0.0252,12.1,1834.65,1773.63,1493.41,0.814,570.48,922.93,61.8,Closed Won,Invoiced
6301,PepsiCo,CPG,Mid-Market,Sarah K.,Video Pre-Roll,Desktop,Q3 2025,Sep,531240,15459,0.0291,33.96,18040.91,19648.56,16200.74,0.898,5313.84,10886.9,67.2,Closed Won,Invoiced
6302,Warner Bros,Entertainment,Mid-Market,Alex T.,Audio Ad,Desktop,Q4 2025,Nov,289585,1418,0.0049,20.76,6011.78,6670.48,5091.98,0.847,2159.0,2932.98,57.6,Closed Won,Received
6303,EA Games,Gaming,Growth,Alex T.,Display Banner,Mobile,Q4 2025,Oct,461207,6503,0.0141,29.82,13753.19,13555.38,13464.37,0.979,3002.55,10461.82,77.7,In Flight,Pending
6304,Toyota,Automotive,Mid-Market,Alex T.,Homepage Takeover,Mobile,Q3 2025,Jul,62938,1661,0.0264,33.03,2078.84,2030.89,2147.44,1.033,380.1,1767.34,82.3,In Flight,Pending
6305,Meta,Technology,Growth,David R.,Video Pre-Roll,Multi-Platform,Q4 2025,Nov,81779,1774,0.0217,26.13,2136.89,2649.39,1741.57,0.815,870.78,870.79,50.0,Closed Won,Received
6306,Netflix,Entertainment,Mid-Market,Sarah K.,Video Pre-Roll,Desktop,Q2 2025,Apr,84632,1667,0.0197,36.01,3047.6,2926.88,2788.55,0.915,663.67,2124.88,76.2,Closed Won,Overdue
6307,Netflix,Entertainment,Enterprise,Maria G.,Sponsored Stream,CTV,Q1 2025,Feb,188230,5402,0.0287,37.59,7075.57,7295.26,6148.67,0.869,1242.03,4906.64,79.8,Closed Won,Overdue
6308,Unilever,CPG,Growth,Sarah K.,Display Banner,Multi-Platform,Q3 2025,Sep,700450,13798,0.0197,17.1,11977.7,10257.07,11833.97,0.988,3751.37,8082.6,68.3,Closed Won,Invoiced
6309,Spotify,Entertainment,Mid-Market,David R.,Video Pre-Roll,Mobile,Q4 2025,Oct,65436,1845,0.0282,35.98,2354.39,2066.11,2243.73,0.953,778.57,1465.16,65.3,Closed Won,Received
6310,Adobe,Technology,Growth,James L.,Video Pre-Roll,Mobile,Q4 2025,Dec,335807,8294,0.0247,31.62,10618.22,11833.8,10766.88,1.014,3251.6,7515.28,69.8,In Flight,Pending
6311,Disney,Entertainment,Growth,Sarah K.,Sponsored Stream,Mobile,Q3 2025,Aug,62189,1741,0.028,30.19,1877.49,1621.98,1663.46,0.886,543.95,1119.51,67.3,Closed Won,Received
6312,Unilever,CPG,Growth,Alex T.,Video Pre-Roll,Desktop,Q3 2025,Sep,885595,18863,0.0213,34.81,30827.56,28964.71,28083.91,0.911,5841.45,22242.46,79.2,In Flight,Pending
6313,Apple,Technology,Mid-Market,Maria G.,Interactive Overlay,Mobile,Q4 2025,Dec,50000,655,0.0131,15.4,770.0,790.71,733.04,0.952,308.61,424.43,57.9,In Flight,Pending
6314,Samsung,Technology,Growth,Maria G.,Video Pre-Roll,CTV,Q2 2025,Jun,294266,4413,0.015,24.21,7124.18,7590.72,6397.51,0.898,1260.31,5137.2,80.3,Closed Won,Received
6315,Adobe,Technology,Mid-Market,James L.,Video Pre-Roll,Desktop,Q2 2025,May,329160,6155,0.0187,26.15,8607.53,9982.26,8125.51,0.944,2860.18,5265.33,64.8,Closed Won,Received
6316,Intel,Technology,Mid-Market,Sarah K.,Display Banner,Desktop,Q4 2025,Nov,267267,3741,0.014,24.67,6593.48,7722.15,6738.54,1.022,2513.48,4225.06,62.7,In Flight,Pending
6317,Toyota,Automotive,Growth,David R.,Display Banner,CTV,Q4 2025,Nov,80676,693,0.0086,16.76,1352.13,1731.85,1419.74,1.05,589.19,830.55,58.5,In Flight,Pending
6318,Microsoft,Technology,Enterprise,James L.,Display Banner,Multi-Platform,Q2 2025,May,69907,657,0.0094,25.58,1788.22,1783.75,1575.42,0.881,587.63,987.79,62.7,Renewal Pending,Invoiced
6319,Intel,Technology,Mid-Market,Sarah K.,Display Banner,Mobile,Q3 2025,Aug,450413,5900,0.0131,12.23,5508.55,7317.48,5783.98,1.05,1393.94,4390.04,75.9,Closed Won,Invoiced
6320,Red Bull,CPG,Growth,Priya S.,Audio Ad,CTV,Q2 2025,Apr,376519,7266,0.0193,11.75,4424.1,4937.51,3893.21,0.88,1203.0,2690.21,69.1,Renewal Pending,Overdue
6321,Apple,Technology,Mid-Market,Maria G.,Sponsored Stream,Mobile,Q1 2025,Jan,372431,9943,0.0267,26.75,9962.53,9234.64,9862.9,0.99,2761.61,7101.29,72.0,Closed Won,Received
6322,Disney,Entertainment,Mid-Market,David R.,Video Pre-Roll,Desktop,Q4 2025,Oct,410354,7673,0.0187,40.48,16611.13,14086.88,14617.79,0.88,2821.23,11796.56,80.7,Closed Won,Received
6323,Procter & Gamble,CPG,Growth,Alex T.,Display Banner,Mobile,Q2 2025,Jun,50000,760,0.0152,30.71,1535.5,1780.93,1286.75,0.838,506.98,779.77,60.6,Closed Won,Received
6324,Unilever,CPG,Mid-Market,David R.,Interactive Overlay,Mobile,Q4 2025,Dec,50000,720,0.0144,25.44,1272.0,1185.29,1294.9,1.018,354.8,940.1,72.6,Closed Won,Invoiced
6325,Samsung,Technology,Growth,Alex T.,Display Banner,Multi-Platform,Q1 2025,Feb,95124,1017,0.0107,16.81,1599.03,1660.75,1464.71,0.916,534.62,930.09,63.5,In Flight,Pending
6326,PepsiCo,CPG,Enterprise,David R.,Video Pre-Roll,Desktop,Q3 2025,Aug,110889,1630,0.0147,29.78,3302.27,3520.34,3378.22,1.023,1145.22,2233.0,66.1,Closed Won,Received
6327,EA Games,Gaming,Enterprise,Maria G.,Sponsored Stream,Mobile,Q1 2025,Jan,101827,2759,0.0271,32.67,3326.69,3266.07,3260.16,0.98,769.4,2490.76,76.4,Renewal Pending,Received
6328,Coca-Cola,CPG,Enterprise,Alex T.,Sponsored Stream,Mobile,Q4 2025,Nov,203210,4795,0.0236,43.33,8805.09,9556.02,8391.25,0.953,1929.99,6461.26,77.0,Closed Won,Overdue
6329,Spotify,Entertainment,Mid-Market,Sarah K.,Homepage Takeover,Mobile,Q3 2025,Sep,397202,10406,0.0262,26.91,10688.71,10797.78,10303.92,0.964,3256.04,7047.88,68.4,Renewal Pending,Overdue
6330,Netflix,Entertainment,Mid-Market,Alex T.,Video Pre-Roll,Desktop,Q3 2025,Aug,128643,3473,0.027,31.97,4112.72,4078.01,4141.51,1.007,906.99,3234.52,78.1,Closed Won,Received
6331,Netflix,Entertainment,Growth,James L.,Video Pre-Roll,Mobile,Q1 2025,Jan,84774,1525,0.018,18.87,1599.69,1404.14,1590.09,0.994,713.95,876.14,55.1,In Flight,Pending
6332,Warner Bros,Entertainment,Mid-Market,Sarah K.,Sponsored Stream,Multi-Platform,Q2 2025,May,311868,8513,0.0273,25.6,7983.82,6851.3,7089.63,0.888,3431.38,3658.25,51.6,Closed Won,Received
6333,EA Games,Gaming,Mid-Market,James L.,Video Pre-Roll,Mobile,Q1 2025,Mar,129888,4273,0.0329,25.99,3375.79,3637.02,3220.5,0.954,1378.37,1842.13,57.2,Closed Won,Received
6334,PepsiCo,CPG,Enterprise,David R.,Homepage Takeover,Mobile,Q2 2025,Apr,177346,3919,0.0221,38.06,6749.79,6975.75,7019.78,1.04,2702.62,4317.16,61.5,In Flight,Pending
6335,Coca-Cola,CPG,Mid-Market,Sarah K.,Homepage Takeover,Mobile,Q3 2025,Aug,124744,2395,0.0192,32.98,4114.06,3751.97,3801.39,0.924,1353.29,2448.1,64.4,Closed Won,Received
6336,Intel,Technology,Mid-Market,David R.,Video Pre-Roll,Mobile,Q3 2025,Sep,213624,3567,0.0167,26.88,5742.21,5869.67,5053.14,0.88,1238.02,3815.12,75.5,Closed Won,Received
6337,EA Games,Gaming,Enterprise,Priya S.,Audio Ad,Mobile,Q3 2025,Jul,72321,1222,0.0169,21.2,1533.21,1412.16,1333.89,0.87,577.57,756.32,56.7,In Flight,Pending
6338,Procter & Gamble,CPG,Enterprise,David R.,Interactive Overlay,Multi-Platform,Q3 2025,Jul,290982,8642,0.0297,13.4,3899.16,3518.26,3852.37,0.988,1876.1,1976.27,51.3,Closed Won,Invoiced
6339,Coca-Cola,CPG,Enterprise,David R.,Sponsored Stream,Multi-Platform,Q2 2025,Jun,158542,5311,0.0335,33.88,5371.4,4786.06,4839.63,0.901,1529.32,3310.31,68.4,Closed Won,Overdue
6340,Riot Games,Gaming,Enterprise,James L.,Video Pre-Roll,Mobile,Q2 2025,May,88304,2401,0.0272,33.06,2919.33,2888.9,2770.44,0.949,958.57,1811.87,65.4,Closed Won,Received
6341,Riot Games,Gaming,Mid-Market,Alex T.,Video Pre-Roll,Mobile,Q1 2025,Feb,248885,6819,0.0274,32.71,8141.03,9462.11,7302.5,0.897,1964.37,5338.13,73.1,Closed Won,Received
6342,EA Games,Gaming,Enterprise,Priya S.,Display Banner,Multi-Platform,Q4 2025,Nov,88237,1526,0.0173,35.24,3109.47,3173.41,3153.0,1.014,999.5,2153.5,68.3,In Flight,Pending
6343,Coca-Cola,CPG,Mid-Market,David R.,Video Pre-Roll,Mobile,Q3 2025,Jul,91412,2431,0.0266,28.05,2564.11,2730.32,2389.75,0.932,535.3,1854.45,77.6,Closed Won,Overdue
6344,Coca-Cola,CPG,Growth,David R.,Audio Ad,Mobile,Q1 2025,Jan,62254,1027,0.0165,25.06,1560.09,1427.01,1613.13,1.034,517.81,1095.32,67.9,Closed Won,Received
6345,Spotify,Entertainment,Mid-Market,Priya S.,Video Pre-Roll,Desktop,Q1 2025,Feb,50000,950,0.019,26.09,1304.5,1102.65,1344.94,1.031,528.56,816.38,60.7,In Flight,Pending
6346,Apple,Technology,Growth,Priya S.,Display Banner,CTV,Q4 2025,Oct,249553,5889,0.0236,15.75,3930.46,3312.83,3588.51,0.913,1374.4,2214.11,61.7,In Flight,Pending
6347,Warner Bros,Entertainment,Mid-Market,Sarah K.,Display Banner,Mobile,Q4 2025,Oct,413533,8973,0.0217,27.81,11500.35,10395.67,11810.86,1.027,4429.07,7381.79,62.5,Renewal Pending,Invoiced
6348,PepsiCo,CPG,Mid-Market,James L.,Sponsored Stream,Multi-Platform,Q3 2025,Sep,113495,2394,0.0211,31.7,3597.79,4052.36,3212.83,0.893,481.92,2730.91,85.0,Closed Won,Received
6349,Toyota,Automotive,Growth,Priya S.,Video Pre-Roll,Multi-Platform,Q2 2025,May,85924,2251,0.0262,26.0,2234.02,1912.07,2102.21,0.941,746.28,1355.93,64.5,Closed Won,Received
6350,Disney,Entertainment,Enterprise,Priya S.,Display Banner,Desktop,Q2 2025,May,50000,1115,0.0223,20.69,1034.5,984.13,887.6,0.858,364.8,522.8,58.9,Closed Won,Received
6351,Netflix,Entertainment,Growth,Maria G.,Video Pre-Roll,CTV,Q4 2025,Nov,50000,1255,0.0251,33.39,1669.5,1852.89,1614.41,0.967,563.43,1050.98,65.1,Closed Won,Received
6352,Samsung,Technology,Enterprise,Alex T.,Interactive Overlay,Multi-Platform,Q4 2025,Oct,291089,5821,0.02,24.31,7076.37,6413.06,6680.09,0.944,3099.56,3580.53,53.6,Closed Won,Received
6353,Unilever,CPG,Mid-Market,Priya S.,Video Pre-Roll,Mobile,Q2 2025,Apr,50000,1505,0.0301,28.21,1410.5,1448.93,1355.49,0.961,460.87,894.62,66.0,In Flight,Pending
6354,PepsiCo,CPG,Enterprise,James L.,Audio Ad,Desktop,Q4 2025,Oct,65176,1062,0.0163,21.39,1394.11,1819.85,1130.62,0.811,440.94,689.68,61.0,In Flight,Pending
6355,Coca-Cola,CPG,Mid-Market,Alex T.,Interactive Overlay,Desktop,Q4 2025,Nov,204177,3654,0.0179,18.95,3869.15,4384.97,2944.42,0.761,736.1,2208.32,75.0,Closed Won,Received
6356,PepsiCo,CPG,Mid-Market,Alex T.,Video Pre-Roll,Mobile,Q2 2025,Apr,174864,3007,0.0172,19.4,3392.36,3419.16,2812.27,0.829,1150.22,1662.05,59.1,Closed Won,Received
6357,Coca-Cola,CPG,Mid-Market,David R.,Sponsored Stream,Mobile,Q2 2025,May,211031,2173,0.0103,39.22,8276.64,8382.01,7945.57,0.96,3408.65,4536.92,57.1,Closed Won,Received
6358,Samsung,Technology,Mid-Market,David R.,Video Pre-Roll,Mobile,Q1 2025,Jan,163658,5384,0.0329,26.37,4315.66,4947.98,4203.45,0.974,1172.76,3030.69,72.1,Renewal Pending,Overdue
6359,Meta,Technology,Mid-Market,David R.,Audio Ad,Desktop,Q1 2025,Feb,122327,1321,0.0108,24.04,2940.74,2697.61,2970.15,1.01,614.82,2355.33,79.3,Renewal Pending,Received
6360,Procter & Gamble,CPG,Enterprise,David R.,Homepage Takeover,Multi-Platform,Q4 2025,Dec,65493,2082,0.0318,35.52,2326.31,2189.73,2065.76,0.888,630.06,1435.7,69.5,Closed Won,Invoiced
6361,PepsiCo,CPG,Mid-Market,Maria G.,Display Banner,Mobile,Q2 2025,Apr,97996,1019,0.0104,17.09,1674.75,2023.36,1569.24,0.937,392.31,1176.93,75.0,In Flight,Pending
6362,Warner Bros,Entertainment,Growth,Priya S.,Display Banner,Desktop,Q4 2025,Nov,129154,2040,0.0158,25.76,3327.01,2528.11,2874.54,0.864,1178.56,1695.98,59.0,Closed Won,Received
6363,Microsoft,Technology,Mid-Market,David R.,Video Pre-Roll,Mobile,Q4 2025,Dec,50000,1260,0.0252,38.36,1918.0,2245.25,1973.62,1.029,594.06,1379.56,69.9,Closed Won,Received
